index,Sku,Catalog,Category,Weight,TP,MRP Old,Final MRP Old,Ajio MRP,Amazon MRP,Amazon FBA MRP,Flipkart MRP,Limeroad MRP,Myntra MRP,Paytm MRP,Snapdeal MRP
1228,OS289KR_2XL,Mix,Kurta,0.3,425,2195,2195,2195,2195,2195,2195,2195,2195,2195,2195
1229,OS289KR_3XL,Mix,Kurta,0.3,425,2195,2195,2195,2195,2195,2195,2195,2195,2195,2195
1230,OS1041_S,Mix,Kurta Set,0.4,#VALUE!,Nill,Nill,Nill,Nill,Nill,Nill,Nill,2895,Nill,Nill
1231,OS1041_M,Mix,Kurta Set,0.4,#VALUE!,Nill,Nill,Nill,Nill,Nill,Nill,Nill,2895,Nill,Nill
1232,OS1041_L,Mix,Kurta Set,0.4,#VALUE!,Nill,Nill,Nill,Nill,Nill,Nill,Nill,2895,Nill,Nill
1233,OS1041_XL,Mix,Kurta Set,0.4,#VALUE!,Nill,Nill,Nill,Nill,Nill,Nill,Nill,2895,Nill,Nill
1234,OS1041_2XL,Mix,Kurta Set,0.4,#VALUE!,Nill,Nill,Nill,Nill,Nill,Nill,Nill,2895,Nill,Nill
1235,OS1041_3XL,Mix,Kurta Set,0.4,#VALUE!,Nill,Nill,Nill,Nill,Nill,Nill,Nill,2895,Nill,Nill
1236,OS1109_M,Mix,Kurta Set,0.4,1195,5997,5997,5997,5997,5997,5997,5997,5997,5997,5997
1237,OS1109_L,Mix,Kurta Set,0.4,1195,5997,5997,5997,5997,5997,5997,5997,5997,5997,5997
1238,OS1109_XL,Mix,Kurta Set,0.4,1195,5997,5997,5997,5997,5997,5997,5997,5997,5997,5997
1239,OS1109_2XL,Mix,Kurta Set,0.4,1195,5997,5997,5997,5997,5997,5997,5997,5997,5997,5997
1240,IRIS_1413_2XL,Nill,Nill,Nill,818,2494,2494,2494,2494,2494,2494,2494,2494,2494,2494
1241,OS1010_XL,Nill,Nill,Nill,1044,4099,4099,4099,4099,4099,4099,4099,4099,4099,4099
1242,HASTAG-1194_L,Nill,Nill,Nill,795,2449,2449,2449,2449,2449,2449,2449,2449,2449,2449
1243,PETALS-1232_3XL,Nill,Nill,Nill,1395,4049,4049,4049,4049,4049,4049,4049,4049,4049,4049
1244,PETALS-1232_L,Nill,Nill,Nill,1395,4049,4049,4049,4049,4049,4049,4049,4049,4049,4049
1245,PETALS-1232_2XL,Nill,Nill,Nill,1395,4049,4049,4049,4049,4049,4049,4049,4049,4049,4049
1246,PETALS-1232_XL,Nill,Nill,Nill,1395,4049,4049,4049,4049,4049,4049,4049,4049,4049,4049
1247,PETALS-1232_M,Nill,Nill,Nill,1395,4049,4049,4049,4049,4049,4049,4049,4049,4049,4049
1248,SILVER3-1293-L,Nill,Nill,Nill,895,3149,3149,3149,3149,3149,3149,3149,3149,3149,3149
1249,OS1125_L,Nill,Nill,Nill,625,2449,2449,2449,2449,2449,2449,2449,2449,2449,2449
1250,GOLD-1352_XL,Nill,Nill,Nill,1165,4549,4549,4549,4549,4549,4549,4549,4549,4549,4549
1251,GOLD-1352_2XL,Nill,Nill,Nill,1165,4549,4549,4549,4549,4549,4549,4549,4549,4549,4549
1252,GOLD-1351_M,Nill,Nill,Nill,1165,4549,4549,4549,4549,4549,4549,4549,4549,4549,4549
1253,GOLD-1351_L,Nill,Nill,Nill,1165,4549,4549,4549,4549,4549,4549,4549,4549,4549,4549
1254,HASTAG-1193_2XL,Nill,Nill,Nill,795,2449,2449,2449,2449,2449,2449,2449,2449,2449,2449
1255,3PL REUSABLE COTTON MASK - PACK OF 5,Nill,Nill,Nill,150,299,299,299,299,299,299,299,299,299,299
1256,3PL COTTOM FACE MASK PACK OF 3,Nill,Nill,Nill,100,199,199,199,199,199,199,199,199,199,199
1257,FOUR GEMS-2,Nill,Nill,Nill,899,1695,1695,1695,1695,1695,1695,1695,1695,1695,1695
1258,PLATINUM,Nill,Nill,Nill,699,1695,1695,1695,1695,1695,1695,1695,1695,1695,1695
1259,OS198_5045_XS,Colors-7,Kurta,0.3,381,1538,1595,1595,1595,1595,1595,1595,1595,1595,1595
1260,OS192_1124_XS,Mix,Kurta,0.3,570,2298,2295,2295,2295,2295,2295,2295,2295,2295,2295
1261,OS-1029,Nill,Nill,Nill,2095,Nill,Nill,Nill,Nill,Nill,Nill,Nill,Nill,Nill,Nill
1262,SILVER3-1296-2XL,Nill,Nill,Nill,895,3149,3149,3149,3149,3149,3149,3149,3149,3149,3149
1263,SILVER3-1293-2XL,Nill,Nill,Nill,895,3149,3149,3149,3149,3149,3149,3149,3149,3149,3149
1264,COPPER-1276,Nill,Nill,Nill,995,3499,3499,3499,3499,3499,3499,3499,3499,3499,3499
1265,PETALS-1233-XL,Nill,Nill,Nill,1395,4049,4049,4049,4049,4049,4049,4049,4049,4049,4049
1266,MASK-04A-NEW,Nill,Nill,Nill,126,299,299,299,299,299,299,299,299,299,299
1267,MASK-08-NEW,Nill,Nill,Nill,252,499,499,499,499,499,499,499,499,499,499
1268,MASK-04B-NEW,Nill,Nill,Nill,126,299,299,299,299,299,299,299,299,299,299
1269,OS4172_XS,Nill,Nill,Nill,500,1995,1995,1995,2500,2500,1995,1995,1995,1995,1995
1270,OS275_3XL,Mix,Kurta,0.3,425,2195,2195,2195,2195,2195,2195,2195,2195,2195,2195
1271,PETALS-1236_L,Nill,Nill,Nill,1395,4899,4899,4899,4899,4899,4899,4899,4899,4899,4899
1272,MIRROR-1328_L,Nill,Nill,Nill,806,3149,3149,3149,3149,3149,3149,3149,3149,3149,3149
1273,MIRROR-1326_L,Nill,Nill,Nill,859,3149,3149,3149,3149,3149,3149,3149,3149,3149,3149
1274,OS308_L,Mix,Kurta Set,0.4,615,2195,2195,2195,2195,2195,2195,2195,2195,2195,2195
1275,OS275_M,Mix,Kurta,0.3,425,2195,2195,2195,2195,2195,2195,2195,2195,2195,2195
1276,IVORY_1421_3XL,Nill,Nill,Nill,818,2494,2494,2494,2494,2494,2494,2494,2494,2494,2494
1277,OSKR167_XS,Nill,Nill,Nill,395,1695,1695,1695,1695,1695,1695,1695,1695,1695,1695
1278,OSKR167_S,Nill,Nill,Nill,395,1695,1695,1695,1695,1695,1695,1695,1695,1695,1695
1279,OSKR167_M,Nill,Nill,Nill,395,1695,1695,1695,1695,1695,1695,1695,1695,1695,1695
1280,OSKR167_L,Nill,Nill,Nill,395,1695,1695,1695,1695,1695,1695,1695,1695,1695,1695
1281,OSKR167_XL,Nill,Nill,Nill,395,1695,1695,1695,1695,1695,1695,1695,1695,1695,1695
1282,OSKR167_2XL,Nill,Nill,Nill,395,1695,1695,1695,1695,1695,1695,1695,1695,1695,1695
1283,OSKR167_3XL,Nill,Nill,Nill,395,1695,1695,1695,1695,1695,1695,1695,1695,1695,1695
1284,OSKR266_XS,Nill,Nill,Nill,425,1995,1995,1995,1995,1995,1995,1995,1995,1995,1995
1285,OSKR266_S,Nill,Nill,Nill,425,1995,1995,1995,1995,1995,1995,1995,1995,1995,1995
1286,OSKR266_M,Nill,Nill,Nill,425,1995,1995,1995,1995,1995,1995,1995,1995,1995,1995
1287,OSKR266_L,Nill,Nill,Nill,425,1995,1995,1995,1995,1995,1995,1995,1995,1995,1995
1288,OSKR266_XL,Nill,Nill,Nill,425,1995,1995,1995,1995,1995,1995,1995,1995,1995,1995
1289,OSKR266_2XL,Nill,Nill,Nill,425,1995,1995,1995,1995,1995,1995,1995,1995,1995,1995
1290,OSKR266_3XL,Nill,Nill,Nill,425,1995,1995,1995,1995,1995,1995,1995,1995,1995,1995
1291,OSKR169_XS,Nill,Nill,Nill,435,1795,1795,1795,1795,1795,1795,1795,1795,1795,1795
1292,OSKR169_S,Nill,Nill,Nill,435,1795,1795,1795,1795,1795,1795,1795,1795,1795,1795
1293,OSKR169_M,Nill,Nill,Nill,435,1795,1795,1795,1795,1795,1795,1795,1795,1795,1795
1294,OSKR169_L,Nill,Nill,Nill,435,1795,1795,1795,1795,1795,1795,1795,1795,1795,1795
1295,OSKR169_XL,Nill,Nill,Nill,435,1795,1795,1795,1795,1795,1795,1795,1795,1795,1795
1296,OSKR169_2XL,Nill,Nill,Nill,435,1795,1795,1795,1795,1795,1795,1795,1795,1795,1795
1297,OSKR169_3XL,Nill,Nill,Nill,435,1795,1795,1795,1795,1795,1795,1795,1795,1795,1795
1298,IVORY_1426_XL,Nill,Nill,Nill,818,2494,2494,2494,2494,2494,2494,2494,2494,2494,2494
1299,OS275_L,Mix,Kurta,0.3,425,2195,2195,2195,2195,2195,2195,2195,2195,2195,2195
1300,GOLD-1353_L,Nill,Nill,Nill,1165,4549,4549,4549,4549,4549,4549,4549,4549,4549,4549
1301,BIG CHECKS - 1 BAG_XL,Nill,Nill,Nill,630.5,630.5,630.5,630.5,630.5,630.5,630.5,630.5,630.5,630.5,630.5
1302,TULIP - 1 BAG_L,Nill,Nill,Nill,498,498,498,498,498,498,498,498,498,498,498
1303,OS308_3XL,Mix,Kurta Set,0.4,615,2195,2195,2195,2195,2195,2195,2195,2195,2195,2195
1304,RAAG-1365_XL,Nill,Nill,Nill,1523,1523,1523,1365,1365,1365,1365,1365,1365,1365,1365
1305,MIRROR - 1 BAG_L,Nill,Nill,Nill,733.95,733.95,733.95,733.95,733.95,733.95,733.95,733.95,733.95,733.95,733.95
1306,OS163_2XLL,Mix,Kurta,0.3,425,1995,1995,1995,1995,1995,1995,1995,1995,1995,1995
1307,OS160_MM,Mix,Kurta,0.3,424,2240,1695,1695,1695,1695,1695,1795,1695,1895,1695
1308,MIRROR-1326_M,Nill,Nill,Nill,859,3149,3149,3149,3149,3149,3149,3149,3149,3149,3149
1309,IRIS_1416_3XL,Nill,Nill,Nill,818,2494,2494,2494,2494,2494,2494,2494,2494,2494,2494
1310,IRIS_1417_XL,Nill,Nill,Nill,818,2494,2494,2494,2494,2494,2494,2494,2494,2494,2494
1311,IRIS_1418_2XL,Nill,Nill,Nill,818,2494,2494,2494,2494,2494,2494,2494,2494,2494,2494
1312,IRIS_1418_3XL,Nill,Nill,Nill,818,2494,2494,2494,2494,2494,2494,2494,2494,2494,2494
1313,IRIS_1418_M,Nill,Nill,Nill,818,2494,2494,2494,2494,2494,2494,2494,2494,2494,2494
1314,IVORY_1423_2XL,Nill,Nill,Nill,818,2494,2494,2494,2494,2494,2494,2494,2494,2494,2494
1315,IVORY_1426_2XL,Nill,Nill,Nill,818,2494,2494,2494,2494,2494,2494,2494,2494,2494,2494
1316,IVORY-1421_XL,Nill,Nill,Nill,818,2494,2494,2494,2494,2494,2494,2494,2494,2494,2494
1317,IVORY-1423_2XL,Nill,Nill,Nill,818,2494,2494,2494,2494,2494,2494,2494,2494,2494,2494
1318,IVORY-1424_3XL,Nill,Nill,Nill,818,2494,2494,2494,2494,2494,2494,2494,2494,2494,2494
1319,IVORY-1426_L,Nill,Nill,Nill,818,2494,2494,2494,2494,2494,2494,2494,2494,2494,2494
1320,IVORY-1426_M,Nill,Nill,Nill,818,2494,2494,2494,2494,2494,2494,2494,2494,2494,2494
1321,IVORY-1426_XL,Nill,Nill,Nill,818,2494,2494,2494,2494,2494,2494,2494,2494,2494,2494
1322,OS160_XS,Mix,Kurta,0.3,424,2240,1695,1695,1695,1695,1695,1795,1695,1895,1695
1323,OS326_XS,Mix,Kurta,0.3,467,1878,1995,1995,1995,1995,1995,1995,1995,1995,1995
1324,OS326_S,Mix,Kurta,0.3,467,1878,1995,1995,1995,1995,1995,1995,1995,1995,1995
1325,OS326_M,Mix,Kurta,0.3,467,1878,1995,1995,1995,1995,1995,1995,1995,1995,1995
1326,OS326_L,Mix,Kurta,0.3,467,1878,1995,1995,1995,1995,1995,1995,1995,1995,1995
1327,OS326_XL,Mix,Kurta,0.3,467,1878,1995,1995,1995,1995,1995,1995,1995,1995,1995
1328,OS326_2XL,Mix,Kurta,0.3,467,1878,1995,1995,1995,1995,1995,1995,1995,1995,1995
1329,OS326_3XL,Mix,Kurta,0.3,467,1878,1995,1995,1995,1995,1995,1995,1995,1995,1995
