index,Sku,Catalog,Category,Weight,TP,MRP Old,Final MRP Old,Ajio MRP,Amazon MRP,Amazon FBA MRP,Flipkart MRP,Limeroad MRP,Myntra MRP,Paytm MRP,Snapdeal MRP
0,OS206_3141_S,Moments,Kurta,0.3,538,2178,2295,2295,2295,2295,2295,2295,2295,2295,2295
1,OS206_3141_M,Moments,Kurta,0.3,538,2178,2295,2295,2295,2295,2295,2295,2295,2295,2295
2,OS206_3141_L,Moments,Kurta,0.3,538,2178,2295,2295,2295,2295,2295,2295,2295,2295,2295
3,OS206_3141_XL,Moments,Kurta,0.3,538,2178,2295,2295,2295,2295,2295,2295,2295,2295,2295
4,OS206_3141_2XL,Moments,Kurta,0.3,538,2178,2295,2295,2295,2295,2295,2295,2295,2295,2295
5,OS206_3141_3XL,Moments,Kurta,0.3,538,2178,2295,2295,2295,2295,2295,2295,2295,2295,2295
6,OS223_3142_S,Moments,Kurta,0.3,538,2178,2295,2295,2295,2295,2295,2295,2295,2295,2295
7,OS223_3142_M,Moments,Kurta,0.3,538,2178,2295,2295,2295,2295,2295,2295,2295,2295,2295
8,OS223_3142_L,Moments,Kurta,0.3,538,2178,2295,2295,2295,2295,2295,2295,2295,2295,2295
9,OS223_3142_XL,Moments,Kurta,0.3,538,2178,2295,2295,2295,2295,2295,2295,2295,2295,2295
10,OS223_3142_2XL,Moments,Kurta,0.3,538,2178,2295,2295,2295,2295,2295,2295,2295,2295,2295
11,OS223_3142_3XL,Moments,Kurta,0.3,538,2178,2295,2295,2295,2295,2295,2295,2295,2295,2295
12,OS212_3143_S,Moments,Kurta,0.3,538,2178,2295,2295,2295,2295,2295,2295,2295,2295,2295
13,OS212_3143_M,Moments,Kurta,0.3,538,2178,2295,2295,2295,2295,2295,2295,2295,2295,2295
14,OS212_3143_L,Moments,Kurta,0.3,538,2178,2295,2295,2295,2295,2295,2295,2295,2295,2295
15,OS212_3143_XL,Moments,Kurta,0.3,538,2178,2295,2295,2295,2295,2295,2295,2295,2295,2295
16,OS212_3143_2XL,Moments,Kurta,0.3,538,2178,2295,2295,2295,2295,2295,2295,2295,2295,2295
17,OS212_3143_3XL,Moments,Kurta,0.3,538,2178,2295,2295,2295,2295,2295,2295,2295,2295,2295
18,OS214_3144_S,Moments,Kurta,0.3,538,2178,2295,2295,2295,2295,2295,2295,2295,2295,2295
19,OS214_3144_M,Moments,Kurta,0.3,538,2178,2295,2295,2295,2295,2295,2295,2295,2295,2295
20,OS214_3144_L,Moments,Kurta,0.3,538,2178,2295,2295,2295,2295,2295,2295,2295,2295,2295
21,OS214_3144_XL,Moments,Kurta,0.3,538,2178,2295,2295,2295,2295,2295,2295,2295,2295,2295
22,OS214_3144_2XL,Moments,Kurta,0.3,538,2178,2295,2295,2295,2295,2295,2295,2295,2295,2295
23,OS214_3144_3XL,Moments,Kurta,0.3,538,2178,2295,2295,2295,2295,2295,2295,2295,2295,2295
24,OS207_3145_S,Moments,Kurta,0.3,538,2178,2295,2295,2295,2295,2295,2295,2295,2295,2295
25,OS207_3145_M,Moments,Kurta,0.3,538,2178,2295,2295,2295,2295,2295,2295,2295,2295,2295
26,OS207_3145_L,Moments,Kurta,0.3,538,2178,2295,2295,2295,2295,2295,2295,2295,2295,2295
27,OS207_3145_XL,Moments,Kurta,0.3,538,2178,2295,2295,2295,2295,2295,2295,2295,2295,2295
28,OS207_3145_2XL,Moments,Kurta,0.3,538,2178,2295,2295,2295,2295,2295,2295,2295,2295,2295
29,OS207_3145_3XL,Moments,Kurta,0.3,538,2178,2295,2295,2295,2295,2295,2295,2295,2295,2295
30,OS202_3146_S,Moments,Kurta,0.3,538,2178,2295,2295,2295,2295,2295,2295,2295,2295,2295
31,OS202_3146_M,Moments,Kurta,0.3,538,2178,2295,2295,2295,2295,2295,2295,2295,2295,2295
32,OS202_3146_L,Moments,Kurta,0.3,538,2178,2295,2295,2295,2295,2295,2295,2295,2295,2295
33,OS202_3146_XL,Moments,Kurta,0.3,538,2178,2295,2295,2295,2295,2295,2295,2295,2295,2295
34,OS202_3146_2XL,Moments,Kurta,0.3,538,2178,2295,2295,2295,2295,2295,2295,2295,2295,2295
35,OS202_3146_3XL,Moments,Kurta,0.3,538,2178,2295,2295,2295,2295,2295,2295,2295,2295,2295
36,OS181_5051_S,Colors-8,Kurta,0.3,438,1778,1895,1895,1895,1895,1895,1895,1895,1895,1895
37,OS181_5051_M,Colors-8,Kurta,0.3,438,1778,1895,1895,1895,1895,1895,1895,1895,1895,1895
38,OS181_5051_L,Colors-8,Kurta,0.3,438,1778,1895,1895,1895,1895,1895,1895,1895,1895,1895
39,OS181_5051_XL,Colors-8,Kurta,0.3,438,1778,1895,1895,1895,1895,1895,1895,1895,1895,1895
40,OS181_5051_2XL,Colors-8,Kurta,0.3,438,1778,1895,1895,1895,1895,1895,1895,1895,1895,1895
41,OS181_5051_3XL,Colors-8,Kurta,0.3,438,1778,1895,1895,1895,1895,1895,1895,1895,1895,1895
42,OS191_5052_S,Colors-8,Kurta,0.3,438,1778,1895,1895,1895,1895,1895,1895,1895,1895,1895
43,OS191_5052_M,Colors-8,Kurta,0.3,438,1778,1895,1895,1895,1895,1895,1895,1895,1895,1895
44,OS191_5052_L,Colors-8,Kurta,0.3,438,1778,1895,1895,1895,1895,1895,1895,1895,1895,1895
45,OS191_5052_XL,Colors-8,Kurta,0.3,438,1778,1895,1895,1895,1895,1895,1895,1895,1895,1895
46,OS191_5052_2XL,Colors-8,Kurta,0.3,438,1778,1895,1895,1895,1895,1895,1895,1895,1895,1895
47,OS191_5052_3XL,Colors-8,Kurta,0.3,438,1778,1895,1895,1895,1895,1895,1895,1895,1895,1895
48,OS197_5053_S,Colors-8,Kurta,0.3,438,1895,1895,1895,1895,1895,1895,1895,1895,1895,1895
49,OS197_5053_M,Colors-8,Kurta,0.3,438,1895,1895,1895,1895,1895,1895,1895,1895,1895,1895
50,OS197_5053_L,Colors-8,Kurta,0.3,438,1895,1895,1895,1895,1895,1895,1895,1895,1895,1895
51,OS197_5053_XL,Colors-8,Kurta,0.3,438,1895,1895,1895,1895,1895,1895,1895,1895,1895,1895
52,OS197_5053_2XL,Colors-8,Kurta,0.3,438,1895,1895,1895,1895,1895,1895,1895,1895,1895,1895
53,OS197_5053_3XL,Colors-8,Kurta,0.3,438,1895,1895,1895,1895,1895,1895,1895,1895,1895,1895
54,OS219_5054_S,Colors-8,Kurta,0.3,438,1778,1895,1895,1895,1895,1895,1895,1895,1895,1895
55,OS219_5054_M,Colors-8,Kurta,0.3,438,1778,1895,1895,1895,1895,1895,1895,1895,1895,1895
56,OS219_5054_L,Colors-8,Kurta,0.3,438,1778,1895,1895,1895,1895,1895,1895,1895,1895,1895
57,OS219_5054_XL,Colors-8,Kurta,0.3,438,1778,1895,1895,1895,1895,1895,1895,1895,1895,1895
58,OS219_5054_2XL,Colors-8,Kurta,0.3,438,1778,1895,1895,1895,1895,1895,1895,1895,1895,1895
59,OS219_5054_3XL,Colors-8,Kurta,0.3,438,1778,1895,1895,1895,1895,1895,1895,1895,1895,1895
60,OS195_5055_S,Colors-8,Kurta,0.3,438,1778,1895,1895,1895,1895,1895,1895,1895,1895,1895
61,OS195_5055_M,Colors-8,Kurta,0.3,438,1778,1895,1895,1895,1895,1895,1895,1895,1895,1895
62,OS195_5055_L,Colors-8,Kurta,0.3,438,1778,1895,1895,1895,1895,1895,1895,1895,1895,1895
63,OS195_5055_XL,Colors-8,Kurta,0.3,438,1778,1895,1895,1895,1895,1895,1895,1895,1895,1895
64,OS195_5055_2XL,Colors-8,Kurta,0.3,438,1778,1895,1895,1895,1895,1895,1895,1895,1895,1895
65,OS195_5055_3XL,Colors-8,Kurta,0.3,438,1778,1895,1895,1895,1895,1895,1895,1895,1895,1895
66,OS189_5056_S,Colors-8,Kurta,0.3,438,1778,1895,1895,1895,1895,1895,1895,1895,1895,1895
67,OS189_5056_M,Colors-8,Kurta,0.3,438,1778,1895,1895,1895,1895,1895,1895,1895,1895,1895
68,OS189_5056_L,Colors-8,Kurta,0.3,438,1778,1895,1895,1895,1895,1895,1895,1895,1895,1895
69,OS189_5056_XL,Colors-8,Kurta,0.3,438,1778,1895,1895,1895,1895,1895,1895,1895,1895,1895
70,OS189_5056_2XL,Colors-8,Kurta,0.3,438,1778,1895,1895,1895,1895,1895,1895,1895,1895,1895
71,OS189_5056_3XL,Colors-8,Kurta,0.3,438,1778,1895,1895,1895,1895,1895,1895,1895,1895,1895
72,OS182_5057_S,Colors-8,Kurta,0.3,438,1895,254,1895,1895,1895,1895,1895,1895,1895,1895
73,OS182_5057_M,Colors-8,Kurta,0.3,438,1895,1895,1895,1895,1895,1895,1895,1895,1895,1895
74,OS182_5057_L,Colors-8,Kurta,0.3,438,1895,1895,1895,1895,1895,1895,1895,1895,1895,1895
75,OS182_5057_XL,Colors-8,Kurta,0.3,438,1895,1895,1895,1895,1895,1895,1895,1895,1895,1895
76,OS182_5057_2XL,Colors-8,Kurta,0.3,438,1895,1895,1895,1895,1895,1895,1895,1895,1895,1895
77,OS182_5057_3XL,Colors-8,Kurta,0.3,438,1895,1895,1895,1895,1895,1895,1895,1895,1895,1895
78,OS209_5058_S,Colors-8,Kurta,0.3,438,1778,1895,1895,1895,1895,1895,1895,1895,1895,1895
79,OS209_5058_M,Colors-8,Kurta,0.3,438,1778,1895,1895,1895,1895,1895,1895,1895,1895,1895
80,OS209_5058_L,Colors-8,Kurta,0.3,438,1778,1895,1895,1895,1895,1895,1895,1895,1895,1895
81,OS209_5058_XL,Colors-8,Kurta,0.3,438,1778,1895,1895,1895,1895,1895,1895,1895,1895,1895
82,OS209_5058_2XL,Colors-8,Kurta,0.3,438,1778,1895,1895,1895,1895,1895,1895,1895,1895,1895
83,OS209_5058_3XL,Colors-8,Kurta,0.3,438,1778,1895,1895,1895,1895,1895,1895,1895,1895,1895
84,OS218_3151_S,Breeze-4,Kurta,0.3,505,2038,2195,2195,2195,2195,2195,2195,2195,2195,2195
85,OS218_3151_M,Breeze-4,Kurta,0.3,505,2038,2195,2195,2195,2195,2195,2195,2195,2195,2195
86,OS218_3151_L,Breeze-4,Kurta,0.3,505,2038,2195,2195,2195,2195,2195,2195,2195,2195,2195
87,OS218_3151_XL,Breeze-4,Kurta,0.3,505,2038,2195,2195,2195,2195,2195,2195,2195,2195,2195
88,OS218_3151_2XL,Breeze-4,Kurta,0.3,505,2038,2195,2195,2195,2195,2195,2195,2195,2195,2195
89,OS218_3151_3XL,Breeze-4,Kurta,0.3,505,2038,2195,2195,2195,2195,2195,2195,2195,2195,2195
90,OS201_3152_S,Breeze-4,Kurta,0.3,505,2038,2195,2195,2195,2195,2195,2195,2195,2195,2195
91,OS201_3152_M,Breeze-4,Kurta,0.3,505,2038,2195,2195,2195,2195,2195,2195,2195,2195,2195
92,OS201_3152_L,Breeze-4,Kurta,0.3,505,2038,2195,2195,2195,2195,2195,2195,2195,2195,2195
93,OS201_3152_XL,Breeze-4,Kurta,0.3,505,2038,2195,2195,2195,2195,2195,2195,2195,2195,2195
94,OS201_3152_2XL,Breeze-4,Kurta,0.3,505,2038,2195,2195,2195,2195,2195,2195,2195,2195,2195
95,OS201_3152_3XL,Breeze-4,Kurta,0.3,505,2038,2195,2195,2195,2195,2195,2195,2195,2195,2195
96,OS175_3153_S,Breeze-4,Kurta,0.3,505,2038,2195,2195,2195,2195,2195,2195,2195,2195,2195
97,OS175_3153_M,Breeze-4,Kurta,0.3,505,2038,2195,2195,2195,2195,2195,2195,2195,2195,2195
98,OS175_3153_L,Breeze-4,Kurta,0.3,505,2038,2195,2195,2195,2195,2195,2195,2195,2195,2195
99,OS175_3153_XL,Breeze-4,Kurta,0.3,505,2038,2195,2195,2195,2195,2195,2195,2195,2195,2195
100,OS175_3153_2XL,Breeze-4,Kurta,0.3,505,2038,2195,2195,2195,2195,2195,2195,2195,2195,2195
101,OS175_3153_3XL,Breeze-4,Kurta,0.3,505,2038,2195,2195,2195,2195,2195,2195,2195,2195,2195
102,OS220_3154_S,Breeze-4,Kurta,0.3,505,2038,2195,2195,2195,2195,2195,2195,2195,2195,2195
103,OS220_3154_M,Breeze-4,Kurta,0.3,505,2038,2195,2195,2195,2195,2195,2195,2195,2195,2195
104,OS220_3154_L,Breeze-4,Kurta,0.3,505,2038,2195,2195,2195,2195,2195,2195,2195,2195,2195
105,OS220_3154_XL,Breeze-4,Kurta,0.3,505,2038,2195,2195,2195,2195,2195,2195,2195,2195,2195
106,OS220_3154_2XL,Breeze-4,Kurta,0.3,505,2038,2195,2195,2195,2195,2195,2195,2195,2195,2195
107,OS220_3154_3XL,Breeze-4,Kurta,0.3,505,2038,2195,2195,2195,2195,2195,2195,2195,2195,2195
108,OS174_3155_S,Breeze-4,Kurta,0.3,505,2038,2195,2195,2195,2195,2195,2195,2195,2195,2195
109,OS174_3155_M,Breeze-4,Kurta,0.3,505,2038,2195,2195,2195,2195,2195,2195,2195,2195,2195
110,OS174_3155_L,Breeze-4,Kurta,0.3,505,2038,2195,2195,2195,2195,2195,2195,2195,2195,2195
111,OS174_3155_XL,Breeze-4,Kurta,0.3,505,2038,2195,2195,2195,2195,2195,2195,2195,2195,2195
112,OS174_3155_2XL,Breeze-4,Kurta,0.3,505,2038,2195,2195,2195,2195,2195,2195,2195,2195,2195
113,OS174_3155_3XL,Breeze-4,Kurta,0.3,505,2038,2195,2195,2195,2195,2195,2195,2195,2195,2195
114,OS222_3156_S,Breeze-4,Kurta,0.3,505,2038,2195,2195,2195,2195,2195,2195,2195,2195,2195
115,OS222_3156_M,Breeze-4,Kurta,0.3,505,2038,2195,2195,2195,2195,2195,2195,2195,2195,2195
116,OS222_3156_L,Breeze-4,Kurta,0.3,505,2038,2195,2195,2195,2195,2195,2195,2195,2195,2195
117,OS222_3156_XL,Breeze-4,Kurta,0.3,505,2038,2195,2195,2195,2195,2195,2195,2195,2195,2195
118,OS222_3156_2XL,Breeze-4,Kurta,0.3,505,2038,2195,2195,2195,2195,2195,2195,2195,2195,2195
119,OS222_3156_3XL,Breeze-4,Kurta,0.3,505,2038,2195,2195,2195,2195,2195,2195,2195,2195,2195
120,OS228_1432_S,Rozana,Kurta Set,0.4,590,2378,2495,2495,2495,2495,2495,2495,2495,2495,2495
121,OS228_1432_M,Rozana,Kurta Set,0.4,590,2378,2495,2495,2495,2495,2495,2495,2495,2495,2495
122,OS228_1432_L,Rozana,Kurta Set,0.4,590,2378,2495,2495,2495,2495,2495,2495,2495,2495,2495
123,OS228_1432_XL,Rozana,Kurta Set,0.4,590,2378,2495,2495,2495,2495,2495,2495,2495,2495,2495
124,OS228_1432_2XL,Rozana,Kurta Set,0.4,590,2378,2495,2495,2495,2495,2495,2495,2495,2495,2495
125,OS228_1432_3XL,Rozana,Kurta Set,0.4,590,2378,2495,2495,2495,2495,2495,2495,2495,2495,2495
126,OS227_1437_S,Rozana,Kurta Set,0.4,590,2378,2495,2495,2495,2495,2495,2495,2495,2495,2495
127,OS227_1437_M,Rozana,Kurta Set,0.4,590,2378,2495,2495,2495,2495,2495,2495,2495,2495,2495
128,OS227_1437_L,Rozana,Kurta Set,0.4,590,2378,2495,2495,2495,2495,2495,2495,2495,2495,2495
129,OS227_1437_XL,Rozana,Kurta Set,0.4,590,2378,2495,2495,2495,2495,2495,2495,2495,2495,2495
130,OS227_1437_2XL,Rozana,Kurta Set,0.4,590,2378,2495,2495,2495,2495,2495,2495,2495,2495,2495
131,OS227_1437_3XL,Rozana,Kurta Set,0.4,590,2378,2495,2495,2495,2495,2495,2495,2495,2495,2495
132,OS224_1433_S,Rozana,Kurta Set,0.4,590,2378,2495,2495,2495,2495,2495,2495,2495,2495,2495
133,OS224_1433_M,Rozana,Kurta Set,0.4,590,2378,2495,2495,2495,2495,2495,2495,2495,2495,2495
134,OS224_1433_L,Rozana,Kurta Set,0.4,590,2378,2495,2495,2495,2495,2495,2495,2495,2495,2495
135,OS224_1433_XL,Rozana,Kurta Set,0.4,590,2378,2495,2495,2495,2495,2495,2495,2495,2495,2495
136,OS224_1433_2XL,Rozana,Kurta Set,0.4,590,2378,2495,2495,2495,2495,2495,2495,2495,2495,2495
137,OS224_1433_3XL,Rozana,Kurta Set,0.4,590,2378,2495,2495,2495,2495,2495,2495,2495,2495,2495
138,OS232_1431_S,Rozana,Kurta Set,0.4,590,2378,2495,2495,2495,2495,2495,2495,2495,2495,2495
139,OS232_1431_M,Rozana,Kurta Set,0.4,590,2378,2495,2495,2495,2495,2495,2495,2495,2495,2495
140,OS232_1431_L,Rozana,Kurta Set,0.4,590,2378,2495,2495,2495,2495,2495,2495,2495,2495,2495
141,OS232_1431_XL,Rozana,Kurta Set,0.4,590,2378,2495,2495,2495,2495,2495,2495,2495,2495,2495
142,OS232_1431_2XL,Rozana,Kurta Set,0.4,590,2378,2495,2495,2495,2495,2495,2495,2495,2495,2495
143,OS232_1431_3XL,Rozana,Kurta Set,0.4,590,2378,2495,2495,2495,2495,2495,2495,2495,2495,2495
144,OS226_1436_S,Rozana,Kurta Set,0.4,590,2378,2495,2495,2495,2495,2495,2495,2495,2495,2495
145,OS226_1436_M,Rozana,Kurta Set,0.4,590,2378,2495,2495,2495,2495,2495,2495,2495,2495,2495
146,OS226_1436_L,Rozana,Kurta Set,0.4,590,2378,2495,2495,2495,2495,2495,2495,2495,2495,2495
147,OS226_1436_XL,Rozana,Kurta Set,0.4,590,2378,2495,2495,2495,2495,2495,2495,2495,2495,2495
148,OS226_1436_2XL,Rozana,Kurta Set,0.4,590,2378,2495,2495,2495,2495,2495,2495,2495,2495,2495
149,OS226_1436_3XL,Rozana,Kurta Set,0.4,590,2378,2495,2495,2495,2495,2495,2495,2495,2495,2495
150,OS230_1438_S,Rozana,Kurta Set,0.4,590,2378,2495,2495,2495,2495,2495,2495,2495,2495,2495
151,OS230_1438_M,Rozana,Kurta Set,0.4,590,2378,2495,2495,2495,2495,2495,2495,2495,2495,2495
152,OS230_1438_L,Rozana,Kurta Set,0.4,590,2378,2495,2495,2495,2495,2495,2495,2495,2495,2495
153,OS230_1438_XL,Rozana,Kurta Set,0.4,590,2378,2495,2495,2495,2495,2495,2495,2495,2495,2495
154,OS230_1438_2XL,Rozana,Kurta Set,0.4,590,2378,2495,2495,2495,2495,2495,2495,2495,2495,2495
155,OS230_1438_3XL,Rozana,Kurta Set,0.4,590,2378,2495,2495,2495,2495,2495,2495,2495,2495,2495
156,OS225_1434_S,Rozana,Kurta Set,0.4,590,2378,2495,2495,2495,2495,2495,2495,2495,2495,2495
157,OS225_1434_M,Rozana,Kurta Set,0.4,590,2378,2495,2495,2495,2495,2495,2495,2495,2495,2495
158,OS225_1434_L,Rozana,Kurta Set,0.4,590,2378,2495,2495,2495,2495,2495,2495,2495,2495,2495
159,OS225_1434_XL,Rozana,Kurta Set,0.4,590,2378,2495,2495,2495,2495,2495,2495,2495,2495,2495
160,OS225_1434_2XL,Rozana,Kurta Set,0.4,590,2378,2495,2495,2495,2495,2495,2495,2495,2495,2495
161,OS225_1434_3XL,Rozana,Kurta Set,0.4,590,2378,2495,2495,2495,2495,2495,2495,2495,2495,2495
162,OS229_1435_S,Rozana,Kurta Set,0.4,590,2378,2495,2495,2495,2495,2495,2495,2495,2495,2495
163,OS229_1435_M,Rozana,Kurta Set,0.4,590,2378,2495,2495,2495,2495,2495,2495,2495,2495,2495
164,OS229_1435_L,Rozana,Kurta Set,0.4,590,2378,2495,2495,2495,2495,2495,2495,2495,2495,2495
165,OS229_1435_XL,Rozana,Kurta Set,0.4,590,2378,2495,2495,2495,2495,2495,2495,2495,2495,2495
166,OS229_1435_2XL,Rozana,Kurta Set,0.4,590,2378,2495,2495,2495,2495,2495,2495,2495,2495,2495
167,OS229_1435_3XL,Rozana,Kurta Set,0.4,590,2378,2495,2495,2495,2495,2495,2495,2495,2495,2495
168,OS200_5041_S,Colors-7,Kurta,0.3,381,1538,1595,1595,1595,1595,1595,1595,1595,1595,1595
169,OS200_5041_M,Colors-7,Kurta,0.3,381,1538,1595,1595,1595,1595,1595,1595,1595,1595,1595
170,OS200_5041_L,Colors-7,Kurta,0.3,381,1538,1595,1595,1595,1595,1595,1595,1595,1595,1595
171,OS200_5041_XL,Colors-7,Kurta,0.3,381,1538,1595,1595,1595,1595,1595,1595,1595,1595,1595
172,OS200_5041_2XL,Colors-7,Kurta,0.3,381,1538,1595,1595,1595,1595,1595,1595,1595,1595,1595
173,OS200_5041_3XL,Colors-7,Kurta,0.3,381,1538,1595,1595,1595,1595,1595,1595,1595,1595,1595
174,OS188_5042_S,Colors-7,Kurta,0.3,381,1538,1595,1595,1595,1595,1595,1595,1595,1595,1595
175,OS188_5042_M,Colors-7,Kurta,0.3,381,1538,1595,1595,1595,1595,1595,1595,1595,1595,1595
176,OS188_5042_L,Colors-7,Kurta,0.3,381,1538,1595,1595,1595,1595,1595,1595,1595,1595,1595
177,OS188_5042_XL,Colors-7,Kurta,0.3,381,1538,1595,1595,1595,1595,1595,1595,1595,1595,1595
178,OS188_5042_2XL,Colors-7,Kurta,0.3,381,1538,1595,1595,1595,1595,1595,1595,1595,1595,1595
179,OS188_5042_3XL,Colors-7,Kurta,0.3,381,1538,1595,1595,1595,1595,1595,1595,1595,1595,1595
180,OS208_5043_S,Colors-7,Kurta,0.3,381,1538,1595,1595,1595,1595,1595,1595,1595,1595,1595
181,OS208_5043_M,Colors-7,Kurta,0.3,381,1538,1595,1595,1595,1595,1595,1595,1595,1595,1595
182,OS208_5043_L,Colors-7,Kurta,0.3,381,1538,1595,1595,1595,1595,1595,1595,1595,1595,1595
183,OS208_5043_XL,Colors-7,Kurta,0.3,381,1538,1595,1595,1595,1595,1595,1595,1595,1595,1595
184,OS208_5043_2XL,Colors-7,Kurta,0.3,381,1538,1595,1595,1595,1595,1595,1595,1595,1595,1595
185,OS208_5043_3XL,Colors-7,Kurta,0.3,381,1538,1595,1595,1595,1595,1595,1595,1595,1595,1595
186,OS183_5044_S,Colors-7,Kurta,0.3,381,1538,1595,1595,1595,1595,1595,1595,1595,1595,1595
187,OS183_5044_M,Colors-7,Kurta,0.3,381,1538,1595,1595,1595,1595,1595,1595,1595,1595,1595
188,OS183_5044_L,Colors-7,Kurta,0.3,381,1538,1595,1595,1595,1595,1595,1595,1595,1595,1595
189,OS183_5044_XL,Colors-7,Kurta,0.3,381,1538,1595,1595,1595,1595,1595,1595,1595,1595,1595
190,OS183_5044_2XL,Colors-7,Kurta,0.3,381,1538,1595,1595,1595,1595,1595,1595,1595,1595,1595
191,OS183_5044_3XL,Colors-7,Kurta,0.3,381,1538,1595,1595,1595,1595,1595,1595,1595,1595,1595
192,OS198_5045_S,Colors-7,Kurta,0.3,381,1538,1595,1595,1595,1595,1595,1595,1595,1595,1595
193,OS198_5045_M,Colors-7,Kurta,0.3,381,1538,1595,1595,1595,1595,1595,1595,1595,1595,1595
194,OS198_5045_L,Colors-7,Kurta,0.3,381,1538,1595,1595,1595,1595,1595,1595,1595,1595,1595
195,OS198_5045_XL,Colors-7,Kurta,0.3,381,1538,1595,1595,1595,1595,1595,1595,1595,1595,1595
196,OS198_5045_2XL,Colors-7,Kurta,0.3,381,1538,1595,1595,1595,1595,1595,1595,1595,1595,1595
197,OS198_5045_3XL,Colors-7,Kurta,0.3,381,1538,1595,1595,1595,1595,1595,1595,1595,1595,1595
198,OS199_5046_S,Colors-7,Kurta,0.3,381,1538,1595,1595,1595,1595,1595,1595,1595,1595,1595
199,OS199_5046_M,Colors-7,Kurta,0.3,381,1538,1595,1595,1595,1595,1595,1595,1595,1595,1595
200,OS199_5046_L,Colors-7,Kurta,0.3,381,1538,1595,1595,1595,1595,1595,1595,1595,1595,1595
201,OS199_5046_XL,Colors-7,Kurta,0.3,381,1538,1595,1595,1595,1595,1595,1595,1595,1595,1595
202,OS199_5046_2XL,Colors-7,Kurta,0.3,381,1538,1595,1595,1595,1595,1595,1595,1595,1595,1595
203,OS199_5046_3XL,Colors-7,Kurta,0.3,381,1538,1595,1595,1595,1595,1595,1595,1595,1595,1595
204,OS170_5048_S,Colors-7,Kurta,0.3,381,1538,1595,1595,1595,1595,1595,1595,1595,1595,1595
205,OS170_5048_M,Colors-7,Kurta,0.3,381,1538,1595,1595,1595,1595,1595,1595,1595,1595,1595
206,OS170_5048_L,Colors-7,Kurta,0.3,381,1538,1595,1595,1595,1595,1595,1595,1595,1595,1595
207,OS170_5048_XL,Colors-7,Kurta,0.3,381,1538,1595,1595,1595,1595,1595,1595,1595,1595,1595
208,OS170_5048_2XL,Colors-7,Kurta,0.3,381,1538,1595,1595,1595,1595,1595,1595,1595,1595,1595
209,OS170_5048_3XL,Colors-7,Kurta,0.3,381,1538,1595,1595,1595,1595,1595,1595,1595,1595,1595
210,OS235_1112_S,Mix,Kurta,0.3,952,3858,3995,3995,3995,3995,3995,3995,3995,3995,3995
211,OS235_1112_M,Mix,Kurta,0.3,952,3858,3995,3995,3995,3995,3995,3995,3995,3995,3995
212,OS235_1112_L,Mix,Kurta,0.3,952,3858,3995,3995,3995,3995,3995,3995,3995,3995,3995
213,OS235_1112_XL,Mix,Kurta,0.3,952,3858,3995,3995,3995,3995,3995,3995,3995,3995,3995
214,OS235_1112_2XL,Mix,Kurta,0.3,952,3858,3995,3995,3995,3995,3995,3995,3995,3995,3995
215,OS235_1112_3XL,Mix,Kurta,0.3,952,3858,3995,3995,3995,3995,3995,3995,3995,3995,3995
216,OS233_1058_S,Mix,Kurta,0.3,952,3858,3995,3995,3995,3995,3995,3995,3995,3995,3995
217,OS233_1058_M,Mix,Kurta,0.3,952,3858,3995,3995,3995,3995,3995,3995,3995,3995,3995
218,OS233_1058_L,Mix,Kurta,0.3,952,3858,3995,3995,3995,3995,3995,3995,3995,3995,3995
219,OS233_1058_XL,Mix,Kurta,0.3,952,3858,3995,3995,3995,3995,3995,3995,3995,3995,3995
220,OS233_1058_2XL,Mix,Kurta,0.3,952,3858,3995,3995,3995,3995,3995,3995,3995,3995,3995
221,OS233_1058_3XL,Mix,Kurta,0.3,952,3858,3995,3995,3995,3995,3995,3995,3995,3995,3995
222,OS179_1116_S,Mix,Kurta,0.3,570,2298,2395,2395,2395,2395,2395,2395,2395,2395,2395
223,OS179_1116_M,Mix,Kurta,0.3,570,2298,2395,2395,2395,2395,2395,2395,2395,2395,2395
224,OS179_1116_L,Mix,Kurta,0.3,570,2298,2395,2395,2395,2395,2395,2395,2395,2395,2395
225,OS179_1116_XL,Mix,Kurta,0.3,570,2298,2395,2395,2395,2395,2395,2395,2395,2395,2395
226,OS179_1116_2XL,Mix,Kurta,0.3,570,2298,2395,2395,2395,2395,2395,2395,2395,2395,2395
227,OS179_1116_3XL,Mix,Kurta,0.3,570,2298,2395,2395,2395,2395,2395,2395,2395,2395,2395
228,OS210_3137_S,Mix,Kurta,0.3,519,2098,2195,2195,2195,2195,2195,2195,2195,2195,2195
229,OS210_3137_M,Mix,Kurta,0.3,519,2098,2195,2195,2195,2195,2195,2195,2195,2195,2195
230,OS210_3137_L,Mix,Kurta,0.3,519,2098,2195,2195,2195,2195,2195,2195,2195,2195,2195
231,OS210_3137_XL,Mix,Kurta,0.3,519,2098,2195,2195,2195,2195,2195,2195,2195,2195,2195
232,OS210_3137_2XL,Mix,Kurta,0.3,519,2098,2195,2195,2195,2195,2195,2195,2195,2195,2195
233,OS210_3137_3XL,Mix,Kurta,0.3,519,2098,2195,2195,2195,2195,2195,2195,2195,2195,2195
234,OS177_1057_S,Mix,Kurta,0.3,714,2878,2995,2995,2995,2995,2995,2995,2995,2995,2995
235,OS177_1057_M,Mix,Kurta,0.3,714,2878,2995,2995,2995,2995,2995,2995,2995,2995,2995
